Pathway,First Reaction,Second Reaction,Second Reaction Author
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9668831"",""R-HSA-9668831"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9668597"",""R-HSA-9668597"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9670114"",""R-HSA-9670114"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9670149"",""R-HSA-9670149"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686524"",""R-HSA-9686524"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686521"",""R-HSA-9686521"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170161"",""R-HSA-170161"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852306"",""R-HSA-8852306"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018017"",""R-HSA-9018017"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088024"",""R-HSA-4088024"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""R-HSA-187574"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686521"",""R-HSA-9686521"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2473151"",""R-HSA-2473151"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2468041"",""R-HSA-2468041"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187934"",""R-HSA-187934"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3788708"",""R-HSA-3788708"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187934"",""R-HSA-187934"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3788705"",""R-HSA-3788705"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209109"",""R-HSA-3209109"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209111"",""R-HSA-3209111"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209165"",""R-HSA-3209165"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8979082"",""R-HSA-8979082"")","Orlic-Milacic, M"
Cellular responses to external stimuli,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222593"",""R-HSA-3222593"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3240295"",""R-HSA-3240295"")","Orlic-Milacic, M"
